"drug","target"
"DB00925","BE0000572"
"DB00925","BE0000418"
"DB00928","BE0000892"
"DB00932","BE0004854"
"DB00934","BE0000045"
"DB00934","BE0000092"
"DB00934","BE0000486"
"DB00934","BE0000533"
"DB00934","BE0000560"
"DB00934","BE0000756"
"DB00934","BE0000247"
"DB00934","BE0000405"
"DB00934","BE0000442"
"DB00934","BE0000451"
"DB00934","BE0000650"
"DB00934","BE0004864"
"DB00934","BE0004863"
"DB00945","BE0000017"
"DB00945","BE0000262"
"DB00945","BE0001098"
"DB00945","BE0000126"
"DB00945","BE0001154"
"DB00945","BE0000521"
"DB00945","BE0003380"
"DB00945","BE0003469"
"DB00945","BE0004876"
"DB00945","BE0004903"
"DB00945","BE0004907"
"DB00946","BE0000713"
"DB00950","BE0000442"
"DB00955","BE0000279"
"DB00956","BE0000420"
"DB00956","BE0000770"
"DB00957","BE0000123"
"DB00957","BE0000557"
"DB00959","BE0000794"
"DB00960","BE0000172"
"DB00960","BE0000694"
"DB00960","BE0000291"
"DB00960","BE0000797"
"DB00961","BE0000177"
"DB00966","BE0000215"
"DB00966","BE0000062"
"DB00967","BE0000442"
"DB00968","BE0002151"
"DB00968","BE0000289"
"DB00969","BE0000311"
"DB00970","BE0004951"
"DB00972","BE0000442"
"DB00975","BE0000182"
"DB00975","BE0002214"
"DB00975","BE0001133"
"DB00975","BE0000631"
"DB00977","BE0000956"
"DB00977","BE0000123"
"DB00979","BE0000092"
"DB00980","BE0000327"
"DB00980","BE0000515"
"DB00985","BE0000442"
"DB00986","BE0000045"
"DB00986","BE0000092"
"DB00986","BE0000560"
"DB00987","BE0000113"
"DB00988","BE0000138"
"DB00988","BE0000486"
"DB00988","BE0000647"
"DB00988","BE0000749"
"DB00988","BE0000756"
"DB00988","BE0000020"
"DB00988","BE0000145"
"DB00988","BE0000291"
"DB00988","BE0000389"
"DB00988","BE0000581"
"DB00988","BE0000650"
"DB00991","BE0000017"
"DB00991","BE0000262"
"DB00993","BE0000077"
"DB00999","BE0000267"
"DB00999","BE0000322"
"DB00999","BE0000535"
"DB00999","BE0000553"
"DB00999","BE0000419"
"DB00999","BE0001653"
"DB00999","BE0002437"
"DB01001","BE0000172"
"DB01001","BE0000694"
"DB01005","BE0000325"
"DB01009","BE0000017"
"DB01009","BE0000262"
"DB01009","BE0003552"
"DB01013","BE0000794"
"DB01015","BE0000803"
"DB01015","BE0000124"
"DB01016","BE0000703"
"DB01016","BE0000119"
"DB01016","BE0000207"
"DB01016","BE0000469"
"DB01016","BE0000644"
"DB01016","BE0000708"
"DB01016","BE0000406"
"DB01016","BE0001195"
"DB01016","BE0002218"
"DB01018","BE0000289"
"DB01018","BE0000572"
"DB01023","BE0000430"
"DB01023","BE0000691"
"DB01023","BE0000864"
"DB01023","BE0002354"
"DB01023","BE0002355"
"DB01023","BE0002359"
"DB01023","BE0002396"
"DB01023","BE0000668"
"DB01023","BE0000418"
"DB01023","BE0003323"
"DB01023","BE0003565"
"DB01023","BE0001024"
"DB01023","BE0003566"
"DB01024","BE0000722"
"DB01024","BE0000761"
"DB01029","BE0000062"
"DB01029","BE0001040"
"DB01030","BE0000091"
"DB01030","BE0000971"
"DB01033","BE0000374"
"DB01033","BE0000077"
"DB01033","BE0004941"
"DB01035","BE0000197"
"DB01035","BE0000892"
"DB01036","BE0000045"
"DB01036","BE0000092"
"DB01036","BE0000560"
"DB01036","BE0000247"
"DB01036","BE0000405"
"DB01041","BE0000262"
"DB01041","BE0000704"
"DB01041","BE0000748"
"DB01041","BE0004755"
"DB01041","BE0004879"
"DB01041","BE0001086"
"DB01047","BE0000794"
"DB01047","BE0004659"
"DB01050","BE0000017"
"DB01050","BE0000262"
"DB01050","BE0001088"
"DB01050","BE0001151"
"DB01050","BE0000215"
"DB01050","BE0003591"
"DB01050","BE0001195"
"DB01050","BE0000246"
"DB01062","BE0000045"
"DB01062","BE0000092"
"DB01062","BE0000560"
"DB01067","BE0000207"
"DB01067","BE0000215"
"DB01069","BE0000045"
"DB01069","BE0000092"
"DB01069","BE0000501"
"DB01069","BE0000560"
"DB01069","BE0000756"
"DB01069","BE0000247"
"DB01069","BE0000405"
"DB01069","BE0000442"
"DB01069","BE0000451"
"DB01069","BE0000418"
"DB01072","BE0004854"
"DB01073","BE0000325"
"DB01073","BE0000546"
"DB01073","BE0002804"
"DB01076","BE0000574"
"DB01076","BE0003721"
"DB01076","BE0000854"
"DB01081","BE0000420"
"DB01081","BE0000770"
"DB01082","BE0001092"
"DB01082","BE0000279"
"DB01087","BE0000220"
"DB01087","BE0002459"
"DB01088","BE0001088"
"DB01088","BE0000487"
"DB01088","BE0001287"
"DB01088","BE0000064"
"DB01088","BE0001133"
"DB01088","BE0000475"
"DB01088","BE0002353"
"DB01095","BE0000574"
"DB01097","BE0003721"
"DB01097","BE0000382"
"DB01097","BE0000871"
"DB01098","BE0000574"
"DB01100","BE0000090"
"DB01100","BE0000756"
"DB01100","BE0000581"
"DB01100","BE0000418"
"DB01101","BE0000324"
"DB01104","BE0000647"
"DB01104","BE0000749"
"DB01106","BE0000442"
"DB01106","BE0000464"
"DB01114","BE0000486"
"DB01114","BE0000647"
"DB01114","BE0000749"
"DB01114","BE0000442"
"DB01115","BE0000781"
"DB01115","BE0000430"
"DB01115","BE0000691"
"DB01115","BE0000864"
"DB01115","BE0002354"
"DB01115","BE0002355"
"DB01115","BE0002359"
"DB01115","BE0000418"
"DB01119","BE0000267"
"DB01119","BE0000322"
"DB01119","BE0000708"
"DB01119","BE0000553"
"DB01119","BE0000732"
"DB01119","BE0000419"
"DB01120","BE0000163"
"DB01120","BE0000207"
"DB01124","BE0000207"
"DB01124","BE0000644"
"DB01130","BE0000794"
"DB01132","BE0000215"
"DB01136","BE0000163"
"DB01136","BE0000173"
"DB01136","BE0000090"
"DB01136","BE0000172"
"DB01136","BE0000501"
"DB01136","BE0000575"
"DB01136","BE0000694"
"DB01136","BE0000715"
"DB01136","BE0000289"
"DB01136","BE0000342"
"DB01136","BE0000572"
"DB01136","BE0001114"
"DB01136","BE0000979"
"DB01136","BE0001074"
"DB01136","BE0001095"
"DB01136","BE0002374"
"DB01148","BE0000092"
"DB01148","BE0000560"
"DB01149","BE0000486"
"DB01149","BE0000501"
"DB01149","BE0000533"
"DB01149","BE0000575"
"DB01149","BE0000647"
"DB01149","BE0000749"
"DB01149","BE0000289"
"DB01149","BE0000291"
"DB01149","BE0000451"
"DB01151","BE0000045"
"DB01151","BE0000092"
"DB01151","BE0000172"
"DB01151","BE0000486"
"DB01151","BE0000533"
"DB01151","BE0000560"
"DB01151","BE0000694"
"DB01151","BE0000749"
"DB01151","BE0000756"
"DB01151","BE0000247"
"DB01151","BE0000291"
"DB01151","BE0000405"
"DB01151","BE0000442"
"DB01151","BE0000451"
"DB01151","BE0004864"
"DB01151","BE0000973"
"DB01151","BE0004863"
"DB01151","BE0003930"
"DB01161","BE0000641"
"DB01161","BE0000411"
"DB01161","BE0000647"
"DB01161","BE0000311"
"DB01161","BE0000177"
"DB01162","BE0000090"
"DB01162","BE0000501"
"DB01162","BE0000575"
"DB01162","BE0000715"
"DB01162","BE0000462"
"DB01162","BE0000699"
"DB01166","BE0000436"
"DB01169","BE0000428"
"DB01169","BE0001154"
"DB01169","BE0001040"
"DB01169","BE0001062"
"DB01169","BE0000923"
"DB01169","BE0001027"
"DB01169","BE0001979"
"DB01171","BE0002198"
"DB01172","BE0000279"
"DB01173","BE0000365"
"DB01173","BE0000396"
"DB01173","BE0000534"
"DB01173","BE0000641"
"DB01173","BE0000486"
"DB01173","BE0000442"
"DB01173","BE0000177"
"DB01175","BE0000092"
"DB01175","BE0000486"
"DB01175","BE0000501"
"DB01175","BE0000647"
"DB01175","BE0000749"
"DB01175","BE0000442"
"DB01176","BE0000442"
"DB01176","BE0000951"
"DB01177","BE0000742"
"DB01192","BE0000420"
"DB01192","BE0000770"
"DB01193","BE0000172"
"DB01193","BE0000694"
"DB01195","BE0000197"
"DB01195","BE0002083"
"DB01196","BE0000123"
"DB01196","BE0000792"
"DB01196","BE0001100"
"DB01196","BE0001169"
"DB01197","BE0000221"
"DB01197","BE0000058"
"DB01197","BE0000642"
"DB01197","BE0001680"
"DB01200","BE0000501"
"DB01200","BE0000533"
"DB01200","BE0000575"
"DB01200","BE0000715"
"DB01200","BE0000756"
"DB01200","BE0000020"
"DB01200","BE0000145"
"DB01200","BE0000289"
"DB01200","BE0000291"
"DB01200","BE0000342"
"DB01200","BE0000389"
"DB01200","BE0000393"
"DB01200","BE0000451"
"DB01200","BE0000572"
"DB01200","BE0000581"
"DB01200","BE0000650"
"DB01200","BE0000659"
"DB01200","BE0000797"
"DB01203","BE0000172"
"DB01203","BE0000694"
"DB01204","BE0000742"
"DB01206","BE0004003"
"DB01207","BE0001893"
"DB01207","BE0000759"
"DB01222","BE0000794"
"DB01223","BE0000013"
"DB01223","BE0000436"
"DB01223","BE0002366"
"DB01223","BE0000354"
"DB01224","BE0000045"
"DB01224","BE0000092"
"DB01224","BE0000501"
"DB01224","BE0000533"
"DB01224","BE0000560"
"DB01224","BE0000575"
"DB01224","BE0000715"
"DB01224","BE0000756"
"DB01224","BE0000020"
"DB01224","BE0000145"
"DB01224","BE0000247"
"DB01224","BE0000289"
"DB01224","BE0000291"
"DB01224","BE0000311"
"DB01224","BE0000342"
"DB01224","BE0000389"
"DB01224","BE0000405"
"DB01224","BE0000442"
"DB01224","BE0000451"
"DB01224","BE0000476"
"DB01224","BE0000572"
"DB01224","BE0000581"
"DB01224","BE0000650"
"DB01224","BE0000659"
"DB01224","BE0000797"
"DB01224","BE0000945"
"DB01225","BE0000216"
"DB01225","BE0000280"
"DB01232","BE0004854"
"DB01238","BE0000045"
"DB01238","BE0000092"
"DB01238","BE0000501"
"DB01238","BE0000533"
"DB01238","BE0000560"
"DB01238","BE0000575"
"DB01238","BE0000756"
"DB01238","BE0000020"
"DB01238","BE0000145"
"DB01238","BE0000247"
"DB01238","BE0000289"
"DB01238","BE0000291"
"DB01238","BE0000311"
"DB01238","BE0000342"
"DB01238","BE0000389"
"DB01238","BE0000405"
"DB01238","BE0000442"
"DB01238","BE0000451"
"DB01238","BE0000476"
"DB01238","BE0000572"
"DB01238","BE0000581"
"DB01238","BE0000650"
"DB01238","BE0000659"
"DB01238","BE0000797"
"DB01238","BE0000945"
"DB01240","BE0000110"
"DB01240","BE0000475"
"DB01240","BE0000117"
"DB01242","BE0000814"
"DB01242","BE0000486"
"DB01242","BE0000533"
"DB01242","BE0000749"
"DB01242","BE0000393"
"DB01242","BE0000451"
"DB01242","BE0003930"
"DB01247","BE0002198"
"DB01247","BE0002196"
"DB01248","BE0000956"
"DB01248","BE0000026"
"DB01248","BE0000246"
"DB01248","BE0001100"
"DB01248","BE0003474"
"DB01248","BE0003475"
"DB01251","BE0000207"
"DB01251","BE0002441"
"DB01252","BE0000207"
"DB01252","BE0000215"
"DB01254","BE0000205"
"DB01254","BE0000014"
"DB01254","BE0000435"
"DB01254","BE0000453"
"DB01254","BE0000838"
"DB01254","BE0000839"
"DB01254","BE0000840"
"DB01254","BE0000841"
"DB01254","BE0000842"
"DB01254","BE0000891"
"DB01261","BE0000854"
"DB01264","BE0004854"
"DB01265","BE0000555"
"DB01267","BE0002638"
"DB01267","BE0002362"
"DB01267","BE0002363"
"DB01267","BE0000501"
"DB01267","BE0000533"
"DB01267","BE0000575"
"DB01267","BE0000756"
"DB01267","BE0000020"
"DB01267","BE0000289"
"DB01267","BE0000291"
"DB01267","BE0000342"
"DB01267","BE0000389"
"DB01267","BE0000442"
"DB01267","BE0000451"
"DB01267","BE0000572"
"DB01267","BE0000581"
"DB01267","BE0000659"
"DB01268","BE0000205"
"DB01268","BE0000852"
"DB01268","BE0000023"
"DB01268","BE0000029"
"DB01268","BE0000147"
"DB01268","BE0000369"
"DB01268","BE0000453"
"DB01268","BE0000853"
"DB01275","BE0000060"
"DB01275","BE0001002"
"DB01280","BE0000546"
"DB01288","BE0000172"
"DB01288","BE0000694"
"DB01288","BE0001012"
"DB01296","BE0000704"
"DB01296","BE0000058"
"DB01296","BE0000944"
"DB01296","BE0001697"
"DB01296","BE0002387"
"DB01319","BE0004854"
"DB01340","BE0000221"
"DB01353","BE0000826"
"DB01353","BE0000829"
"DB01353","BE0000849"
"DB01353","BE0002341"
"DB01353","BE0000381"
"DB01353","BE0000471"
"DB01353","BE0000478"
"DB01353","BE0000523"
"DB01353","BE0000764"
"DB01353","BE0000795"
"DB01354","BE0000826"
"DB01354","BE0000829"
"DB01354","BE0000849"
"DB01354","BE0002341"
"DB01354","BE0000381"
"DB01354","BE0000471"
"DB01354","BE0000478"
"DB01354","BE0000523"
"DB01354","BE0000764"
"DB01354","BE0000795"
"DB01355","BE0000826"
"DB01355","BE0000829"
"DB01355","BE0000849"
"DB01355","BE0002341"
"DB01355","BE0000381"
"DB01355","BE0000471"
"DB01355","BE0000478"
"DB01355","BE0000523"
"DB01355","BE0000764"
"DB01355","BE0000795"
"DB01356","BE0000831"
"DB01356","BE0000983"
"DB01356","BE0001065"
"DB01356","BE0001152"
"DB01357","BE0000123"
"DB01359","BE0000172"
"DB01359","BE0000694"
"DB01359","BE0000291"
"DB01359","BE0000797"
"DB01367","BE0002196"
"DB01367","BE0000246"
"DB01380","BE0000794"
"DB01395","BE0000557"
"DB01395","BE0000132"
"DB01395","BE0000668"
"DB01397","BE0000017"
"DB01397","BE0000262"
"DB01398","BE0000017"
"DB01398","BE0000262"
"DB01399","BE0000017"
"DB01399","BE0000262"
"DB01403","BE0000045"
"DB01403","BE0000092"
"DB01403","BE0000501"
"DB01403","BE0000533"
"DB01403","BE0000560"
"DB01403","BE0000575"
"DB01403","BE0000715"
"DB01403","BE0000756"
"DB01403","BE0000020"
"DB01403","BE0000145"
"DB01403","BE0000247"
"DB01403","BE0000289"
"DB01403","BE0000342"
"DB01403","BE0000389"
"DB01403","BE0000405"
"DB01403","BE0000442"
"DB01403","BE0000451"
"DB01403","BE0000572"
"DB01403","BE0000581"
"DB01406","BE0000203"
"DB01406","BE0000123"
"DB01406","BE0000557"
"DB01406","BE0000132"
"DB01406","BE0001047"
"DB01409","BE0000045"
"DB01409","BE0000092"
"DB01409","BE0000560"
"DB01418","BE0000713"
"DB01558","BE0000129"
"DB01558","BE0000381"
"DB01558","BE0000471"
"DB01558","BE0000478"
"DB01558","BE0000523"
"DB01558","BE0000764"
"DB01558","BE0000795"
"DB01558","BE0002344"
"DB01558","BE0002345"
"DB01558","BE0002346"
"DB01558","BE0003592"
"DB01558","BE0003593"
"DB01558","BE0003594"
"DB01558","BE0003595"
"DB01558","BE0003596"
"DB01558","BE0003597"
"DB01558","BE0003598"
"DB01558","BE0003599"
"DB01558","BE0003619"
"DB01577","BE0002198"
"DB01577","BE0000118"
"DB01577","BE0000486"
"DB01577","BE0000647"
"DB01577","BE0000749"
"DB01577","BE0001044"
"DB01577","BE0002196"
"DB01577","BE0004674"
"DB01577","BE0000289"
"DB01577","BE0000342"
"DB01577","BE0000572"
"DB01590","BE0002386"
"DB01591","BE0000045"
"DB01591","BE0000092"
"DB01591","BE0000560"
"DB01591","BE0000247"
"DB01591","BE0000405"
"DB01600","BE0000017"
"DB01600","BE0000262"
"DB01601","BE0004854"
"DB01621","BE0000756"
"DB01621","BE0000020"
"DB01621","BE0000291"
"DB01621","BE0000451"
"DB01623","BE0000756"
"DB01623","BE0000020"
"DB01623","BE0000451"
"DB01624","BE0000501"
"DB01624","BE0000756"
"DB01624","BE0000020"
"DB01624","BE0000145"
"DB01624","BE0000289"
"DB01624","BE0000442"
"DB01624","BE0000451"
"DB01656","BE0000487"
"DB01656","BE0001287"
"DB01656","BE0001133"
"DB01656","BE0002353"
"DB02300","BE0000779"
"DB02546","BE0002366"
"DB02546","BE0001608"
"DB02546","BE0002365"
"DB02546","BE0002367"
"DB02546","BE0002368"
"DB02546","BE0002796"
"DB02901","BE0000194"
"DB02901","BE0000132"
"DB03615","BE0000279"
"DB03615","BE0002566"
"DB03615","BE0002677"
"DB03615","BE0002467"
"DB04272","BE0000115"
"DB04272","BE0000372"
"DB04272","BE0000845"
"DB04272","BE0003317"
"DB04272","BE0000747"
"DB04272","BE0000780"
"DB04272","BE0001343"
"DB04272","BE0000182"
"DB04272","BE0000838"
"DB04272","BE0001482"
"DB04272","BE0000908"
"DB04272","BE0002493"
"DB04272","BE0001380"
"DB04272","BE0001541"
"DB04272","BE0001855"
"DB04272","BE0001966"
"DB04272","BE0002653"
"DB04272","BE0001480"
"DB04272","BE0002685"
"DB04272","BE0002690"
"DB04272","BE0004459"
"DB04272","BE0001426"
"DB04272","BE0001524"
"DB04272","BE0001907"
"DB04272","BE0001575"
"DB04272","BE0001914"
"DB04272","BE0004434"
"DB04272","BE0001181"
"DB04272","BE0001616"
"DB04272","BE0001719"
"DB04272","BE0004566"
"DB04272","BE0000999"
"DB04272","BE0002551"
"DB04272","BE0003121"
"DB04272","BE0001693"
"DB04272","BE0001946"
"DB04272","BE0004551"
"DB04272","BE0002077"
"DB04272","BE0002545"
"DB04272","BE0002555"
"DB04272","BE0002611"
"DB04272","BE0002757"
"DB04272","BE0002930"
"DB04272","BE0002953"
"DB04272","BE0003253"
"DB04272","BE0003254"
"DB04272","BE0003255"
"DB04272","BE0003256"
"DB04272","BE0003257"
"DB04272","BE0003258"
"DB04272","BE0003259"
"DB04272","BE0003260"
"DB04272","BE0003261"
"DB04272","BE0003262"
"DB04272","BE0003263"
"DB04272","BE0003264"
"DB04272","BE0003265"
"DB04272","BE0003266"
"DB04272","BE0003267"
"DB04272","BE0003268"
"DB04272","BE0003269"
"DB04272","BE0003270"
"DB04272","BE0003271"
"DB04272","BE0003272"
"DB04272","BE0004443"
"DB04272","BE0004625"
"DB04574","BE0000123"
"DB04574","BE0000792"
"DB04839","BE0000132"
"DB04843","BE0000045"
"DB04843","BE0000092"
"DB04844","BE0000118"
"DB04844","BE0000756"
"DB04861","BE0000172"
"DB04861","BE0000694"
"DB04865","BE0003833"
"DB04865","BE0004749"
"DB04868","BE0000014"
"DB04868","BE0000453"
"DB04876","BE0000854"
"DB04896","BE0000486"
"DB04896","BE0000749"
"DB04896","BE0004956"
"DB04920","BE0000430"
"DB04920","BE0002355"
"DB04920","BE0002359"
"DB04920","BE0002357"
"DB04946","BE0000501"
"DB04946","BE0000756"
"DB04946","BE0000020"
"DB04946","BE0000291"
"DB04946","BE0000342"
"DB04946","BE0000389"
"DB04946","BE0000442"
"DB04946","BE0000451"
"DB04946","BE0000581"
"DB04946","BE0000650"
"DB04946","BE0000945"
"DB06203","BE0000854"
"DB06204","BE0000420"
"DB06204","BE0000486"
"DB06204","BE0000632"
"DB06204","BE0000749"
"DB06204","BE0000770"
"DB06204","BE0000311"
"DB06209","BE0000110"
"DB06216","BE0000172"
"DB06216","BE0000501"
"DB06216","BE0000533"
"DB06216","BE0000694"
"DB06216","BE0000756"
"DB06216","BE0000020"
"DB06216","BE0000289"
"DB06216","BE0000291"
"DB06216","BE0000342"
"DB06216","BE0000389"
"DB06216","BE0000393"
"DB06216","BE0000442"
"DB06216","BE0000451"
"DB06216","BE0000572"
"DB06216","BE0000581"
"DB06216","BE0000650"
"DB06216","BE0000797"
"DB06216","BE0000945"
"DB06216","BE0000112"
"DB06216","BE0004688"
"DB06228","BE0000216"
"DB06287","BE0002386"
"DB06292","BE0004753"
"DB06335","BE0000854"
"DB06589","BE0002133"
"DB06589","BE0000205"
"DB06589","BE0000852"
"DB06589","BE0000023"
"DB06589","BE0000029"
"DB06589","BE0000369"
"DB06589","BE0000453"
"DB06589","BE0000689"
"DB06589","BE0001341"
"DB06589","BE0004714"
"DB06605","BE0000216"
"DB06663","BE0000452"
"DB06663","BE0002147"
"DB06663","BE0003528"
"DB06663","BE0003529"
"DB06684","BE0000291"
"DB06695","BE0000048"
"DB06696","BE0000279"
"DB06700","BE0000486"
"DB06700","BE0000749"
"DB06702","BE0000045"
"DB06702","BE0000092"
"DB06702","BE0000560"
"DB06702","BE0000247"
"DB06702","BE0000405"
"DB06706","BE0000118"
"DB06706","BE0000501"
"DB06707","BE0000486"
"DB06707","BE0000501"
"DB06713","BE0000557"
"DB06772","BE0000026"
"DB06772","BE0001391"
"DB06781","BE0000794"
"DB06813","BE0000330"
"DB06813","BE0000324"
"DB08815","BE0000756"
"DB08815","BE0000289"
"DB08815","BE0000291"
"DB08815","BE0000342"
"DB08815","BE0000451"
"DB08815","BE0000650"
"DB08816","BE0000110"
"DB08822","BE0000062"
"DB08860","BE0000574"
"DB08868","BE0002432"
"DB08877","BE0002408"
"DB08877","BE0004145"
"DB08882","BE0000854"
"DB08897","BE0000045"
"DB08897","BE0000092"
"DB08897","BE0000560"
"DB08897","BE0000247"
"DB08897","BE0000405"
"DB08906","BE0000794"
"DB08907","BE0004753"
"DB08907","BE0004754"
"DB08910","BE0000262"
"DB08910","BE0000704"
"DB08910","BE0004755"
"DB08912","BE0000036"
"DB08912","BE0000634"
"DB08912","BE0004757"
"DB08912","BE0004758"
"DB08912","BE0004759"
"DB08918","BE0000486"
"DB08918","BE0000749"
"DB00091","BE0000379"
"DB00091","BE0001014"
"DB00091","BE0001399"
"DB00091","BE0002143"
"DB00093","BE0000165"
"DB00114","BE0000002"
"DB00114","BE0000007"
"DB00114","BE0000079"
"DB00114","BE0000102"
"DB00114","BE0000151"
"DB00114","BE0000164"
"DB00114","BE0000181"
"DB00114","BE0000253"
"DB00114","BE0000273"
"DB00114","BE0000278"
"DB00114","BE0000292"
"DB00114","BE0000316"
"DB00114","BE0000323"
"DB00114","BE0000331"
"DB00114","BE0000378"
"DB00114","BE0000383"
"DB00114","BE0000388"
"DB00114","BE0000392"
"DB00114","BE0000404"
"DB00114","BE0000409"
"DB00114","BE0000424"
"DB00114","BE0000441"
"DB00114","BE0000448"
"DB00114","BE0000482"
"DB00114","BE0000517"
"DB00114","BE0000518"
"DB00114","BE0000529"
"DB00114","BE0000603"
"DB00114","BE0000618"
"DB00114","BE0000660"
"DB00114","BE0000667"
"DB00114","BE0000692"
"DB00114","BE0000721"
"DB00114","BE0000727"
"DB00114","BE0000778"
"DB00114","BE0000791"
"DB00114","BE0000822"
"DB00114","BE0000916"
"DB00114","BE0002149"
"DB00114","BE0002150"
"DB00114","BE0002151"
"DB00114","BE0002152"
"DB00114","BE0002153"
"DB00114","BE0002154"
"DB00114","BE0002155"
"DB00114","BE0002156"
"DB00114","BE0002157"
"DB00114","BE0002158"
"DB00114","BE0002159"
"DB00114","BE0002160"
"DB00114","BE0002161"
"DB00114","BE0002162"
"DB00114","BE0002163"
"DB00114","BE0002164"
"DB00114","BE0002165"
"DB00114","BE0002166"
"DB00114","BE0002167"
"DB00114","BE0002168"
"DB00114","BE0002169"
"DB00114","BE0002170"
"DB00114","BE0002171"
"DB00114","BE0002172"
"DB00114","BE0002173"
"DB00114","BE0002174"
"DB00114","BE0004605"
"DB00114","BE0004612"
"DB00115","BE0000320"
"DB00115","BE0000734"
"DB00115","BE0000763"
"DB00115","BE0000777"
"DB00115","BE0002175"
"DB00115","BE0002176"
"DB00116","BE0000010"
"DB00116","BE0000268"
"DB00116","BE0000292"
"DB00116","BE0000331"
"DB00116","BE0000617"
"DB00116","BE0000734"
"DB00116","BE0000822"
"DB00116","BE0000933"
"DB00116","BE0001240"
"DB00116","BE0002154"
"DB00116","BE0002176"
"DB00116","BE0002177"
"DB00117","BE0000002"
"DB00117","BE0000086"
"DB00117","BE0000285"
"DB00117","BE0000740"
"DB00118","BE0000101"
"DB00118","BE0000304"
"DB00118","BE0000323"
"DB00118","BE0000372"
"DB00118","BE0000407"
"DB00118","BE0002089"
"DB00119","BE0000046"
"DB00119","BE0000088"
"DB00119","BE0000098"
"DB00119","BE0000102"
"DB00119","BE0000174"
"DB00119","BE0000178"
"DB00119","BE0000195"
"DB00119","BE0000253"
"DB00119","BE0000361"
"DB00119","BE0000386"
"DB00119","BE0000440"
"DB00119","BE0000449"
"DB00119","BE0000669"
"DB00119","BE0000698"
"DB00121","BE0000072"
"DB00121","BE0000094"
"DB00121","BE0000159"
"DB00121","BE0000445"
"DB00121","BE0000492"
"DB00121","BE0000544"
"DB00121","BE0000626"
"DB00121","BE0000698"
"DB00121","BE0000702"
"DB00122","BE0002180"
"DB00122","BE0000426"
"DB00122","BE0000494"
"DB00122","BE0000615"
"DB00122","BE0002179"
"DB00122","BE0002181"
"DB00122","BE0002186"
"DB00123","BE0000052"
"DB00123","BE0000136"
"DB00123","BE0000198"
"DB00123","BE0000212"
"DB00123","BE0000562"
"DB00125","BE0000005"
"DB00125","BE0000052"
"DB00125","BE0000136"
"DB00125","BE0000212"
"DB00125","BE0000263"
"DB00125","BE0000448"
"DB00125","BE0000520"
"DB00125","BE0000671"
"DB00125","BE0000758"
"DB00126","BE0002117"
"DB00126","BE0000060"
"DB00126","BE0000087"
"DB00126","BE0000138"
"DB00126","BE0000168"
"DB00126","BE0001225"
"DB00126","BE0001361"
"DB00126","BE0002192"
"DB00126","BE0002195"
"DB00126","BE0002197"
