"smiles","drug","drugs"
"C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F","DB07763","DB07763"
"CCCNCCCNCCCNCC","DB04633","DB04633"
"[H][C@@]1(CO)COB(O1)C1=CC=C(NC(N)=N)C=C1","DB07077","DB07077"
"CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O","DB00426","DB00426"
"NS(=O)(=O)C1=CC=CC(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)=C1","DB08248","DB08248"
"CN[C@@H]1[C@@H](O[C@@H]2[C@@H](OC(=O)C3=C(O)C=CC4=C3C=C(OC)C=C4C)C=C3C#CC4(O[C@H]4C#CC=C2/3)[C@H]2COC(=O)O2)O[C@@H](C)[C@H](O)[C@H]1O","DB04408","DB04408"
"[O-]C(=O)CC(=CC([O-])=O)C([O-])=O","DB04351","DB04351"
"N[C@@H](C(O)=O)C(=O)OS(O)(=O)=O","DB02735","DB02735"
"[H][C@]1(CN)CN(CCO1)C1=C(Br)C=NC2=C1C=NN2","DB08781","DB08781"
"CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2","DB01618","DB01618"
"CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1","DB08800","DB08800"
"NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1","DB00496","DB00496"
"N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","DB00135","DB00135"
"CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1","DB08882","DB08882"
"[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O","DB08640","DB08640"
"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00635","DB00635"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01060","DB01060"
"O[C@@H]1C[C@@H](C=C(O)[C@@H]1O)C(O)=O","DB04347","DB04347"
"[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O","DB08342","DB08342"
"O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1","DB01116","DB01116"
"[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1","DB06921","DB06921"
"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)c1cnc2c1N=CNC2=O","DB02796","DB02796"
"CCC12CCC3C(CCC4=CC(CCC34)=NO)C1CCC2(O)C#C","DB06713","DB06713"
"[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CC=CC2=NC=NN12","DB07135","DB07135"
"NC1=NC(O)=C(N)C(NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)=N1","DB02358","DB02358"
"CC1=CC=C(O)C(O)=C1","DB04120","DB04120"
"O=C1NC2=CC=C(C=C2C1=CNC1=CC2=C(CS(=O)(=O)C2)C=C1)C1=CN=CO1","DB08124","DB08124"
"CC(C)(CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C","DB02516","DB02516"
"OCC(=O)CO[P@@](O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1O","DB02028","DB02028"
"OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O","DB00884","DB00884"
"C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)O)C(=O)N1","DB00104","DB00104"
"CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1","DB00939","DB00939"
"CCN1C2=C(F)C=CC(F)=C2C(N)=NC11CCN(CC1)C(=O)C1=CN=C(CC1)C#N","DB06879","DB06879"
"N[C@@H](C[C@H](O)O[Be](F)(F)F)C(O)=O","DB04156","DB04156"
"COC1=CC=C(C=CC(=O)NC2=CC=CC=C2C(O)=O)C=C1OC","DB07615","DB07615"
"C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O","DB00765","DB00765"
"COC1=CC(=CC(OC)=C1)C(=O)N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2NCC1=CC=CC2=C1C=CC=C2","DB03331","DB03331"
"CCOCCO","DB02249","DB02249"
"CC(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3NC(C)=O)[C@@H](O)[C@@H]2NC(C)=O)[C@H]1O","DB04194","DB04194"
"[H][C@]1(CC2=CC=C(Cl)C(Cl)=C2)SC(=S)N(NS(=O)(=O)C2=CC=CS2)C1=O","DB07169","DB07169"
"CC[C@@]1(O)C[C@@H]2C[N@@](C1)CCc1c(nc3ccccc13)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@H]1[C@]3(C[C@@]4(CC)C=CCN5CC[C@@]21[C@@H]45)OC(=O)N(CCCl)C3=O","DB02868","DB02868"
"CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1","DB01025","DB01025"
"OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1","DB01608","DB01608"
"N[C@@H](CO[P@](O)(=O)OC[C@@H](O)CO)C(O)=O","DB02497","DB02497"
"[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O","DB07960","DB07960"
"C[P@@](O)(=O)CC[C@@H](N)C(O)=O","DB02663","DB02663"
"CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1","DB04828","DB04828"
"CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB00869","DB00869"
"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","DB00599","DB00599"
"N[C@@H](CCC(=O)N[C@H](CSCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O","DB03686","DB03686"
"CCCCCCCCCC[N+](C)(C)CCCCCCCCCC","DB04221","DB04221"
"CN1C=NC(C[C@H](N)C(O)=O)=C1","DB04151","DB04151"
"O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1C=NC=N2","DB03200","DB03200"
"COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N","DB06712","DB06712"
"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2","DB00206","DB00206"
"CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1","DB08932","DB08932"
"C[C@H](O)N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)CO","DB02787","DB02787"
"ON(CCOC1=CC=CC(=C1)C(=O)C1=CC=CC=C1)C=O","DB08524","DB08524"
"CON=C(/C(=O)NCB(O)O)C1=CSC(N)=N1","DB07599","DB07599"
"C[C@@H](NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C([O-])=O)P([O-])=O","DB01868","DB01868"
"OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O","DB03206","DB03206|DB03955"
"CCCCCO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB02695","DB02695"
"CNC(=O)C1=CC(NC2=C3C=NN(C3=NC=N2)C2=CC=CC=C2)=C(C)C=C1","DB08242","DB08242"
"CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F","DB01544","DB01544"
"OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1","DB04641","DB04641"
"FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1","DB01195","DB01195"
"CC1=NC2=C(CSCC2)C(=O)N1","DB07677","DB07677"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O","DB00691","DB00691"
"NCCCSC[C@H](N)CO","DB04648","DB04648"
"N=C1NC(=O)C(S1)=C/C1=CC=CC=N1","DB07529","DB07529"
"OC(=O)CNC(=O)C1=CC(O)=CC=C1","DB07069","DB07069"
"O=C(N[C@H]1C2CCN(CC2)[C@H]1CC1=CN=CC=C1)C1=CC2=CC=CC=C2O1","DB06090","DB06090"
"CN1CCN2C1=NC1=C(Br)C(Br)=C(Br)C(Br)=C21","DB04721","DB04721"
"CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1","DB01288","DB01288"
"COC1=CC(=CC=C1O)C([O-])=O","DB02130","DB02130"
"[H][C@]1(C)CNCCN1S(=O)(=O)C1=CC=CC2=C1C=CN=C2","DB07996","DB07996"
"CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1","DB00849","DB00849"
"[H][C@](N)(CSCCC(=O)C1=CC=C(Cl)C(Cl)=C1)C(O)=O","DB07590","DB07590"
"[H][C@](CCSC)(NC(=O)CCC(O)=O)C(O)=O","DB04511","DB04511"
"CC(C)=CCCC(C)=C/CCC(C)=C/CO","DB02509","DB02509"
"CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O","DB00995","DB00995"
"[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F","DB08341","DB08341"
"NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1","DB03337","DB03337"
"[H][C@]12CSC(=N/CCCCCCCC)N1[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O","DB07370","DB07370"
"CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O","DB00311","DB00311"
"NC1=NC2=C(C(N)=N1)C(OCC1CCN(CC3=C(Cl)C(Cl)=CC=C3)CC1)=CC=C2","DB07643","DB07643"
"CCCC1=CC=CC=C1N","DB02970","DB02970"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSS","DB04036","DB04036"
"[H][C@@](C)(O)[C@@]([H])(CCOC1=CC2=C(C=CC=C2)C=C1)N1C=NC(=C1)C(N)=O","DB07785","DB07785"
"CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1","DB01359","DB01359"
"NC1=NC(CC2=C3C=CNC3=CC=C2Cl)=NC(NC2=CC=C(C=C2)C#N)=N1","DB07337","DB07337"
"CC1=[NH+]C=C(COP(O)(O)=O)C(CN[C@H](CCC(O)=O)C(O)=O)=C1O","DB01813","DB01813"
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1","DB04930","DB04930"
"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCC2)OC1=O","DB08274","DB08274"
"O.O.NCC(=O)O[Al]","DB01375","DB01375"
"C[C@H](O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O","DB04679","DB04679"
"COC1=CC(C=CC(O)=O)=CC(OC)=C1O","DB08587","DB08587"
"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C3=NC=CN3[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","DB02017","DB02017"
"CCCCCCCCCCCCCCC","DB03715","DB03715"
"[H][C@@](C)(C#CC1=C(N)N=C(N)N=C1C)C1=CC(OC)=C(C=C1)C1=CC=CC=C1","DB06847","DB06847"
"COCCOC1=NC(N)=NC(C)=C1","DB08786","DB08786"
"COC1=NN=C(C=C1)N1CCN(CC1)C1=CC(C)=CC=C1","DB08017","DB08017"
"[H][C@@](O)(C=CCCCCCCCCCCCCC)[C@@]([H])(CO)NC(C)=O","DB06960","DB06960"
"COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(O)O)C(=O)C1=C(O)N(N=C1)C(C)(C)C","DB02850","DB02850"
"OS(=O)(=O)CCNC1CCCCC1","DB03309","DB03309"
"C[C@@H](O)[C@H](C)O","DB02418","DB02418"
"[H][C@]1(C)CN2C(=S)NC3=C2C(CN1CC=C(C)C)=CC(Cl)=C3","DB08598","DB08598"
"CC1=CNC(=O)NC1=O","DB03462","DB03462"
"NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1","DB00963","DB00963"
"[H][C@]1(C)SC(=O)NN=C1C1=CC2=C(C=C1)N(CCC2)C(=O)C1=CC(OC)=C(OC)C=C1","DB03944","DB03944"
"CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(N)C=C1","DB03183","DB03183"
"CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12","DB00940","DB00940"
"OC(=O)C1=CC(=O)NC(=O)N1","DB02262","DB02262"
"OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F","DB07080","DB07080"
"CC1=C(Cl)C=C(NC2=NC(=CC=N2)C2=CC(=NC=C2)N2CCN(CCN)CC2)C=C1","DB03916","DB03916"
"COC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB03657","DB03657"
"C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F","DB02932","DB02932"
"CC1=NC=C(COP(O)(O)=O)C(CN[C@H](CCC(O)=O)C(O)=O)=C1O","DB04762","DB04762"
"[H][C@@]1(CCNC2=NC[C@]([H])(Cl)N(CCNCC3=CSC4=CC=C(Cl)C=C34)[C@@]2([H])O)CCCCN1","DB07521","DB07521"
"NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","DB03227","DB03227"
"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)=CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O","DB01022","DB01022"
"CNCC1=CC(=O)OC2=C1C=CC(OCC1=CC=CC(Cl)=C1)=C2","DB07513","DB07513"
"CC1=NC=C(C[N+]2=CC=CC(CCO[P@](O)(=O)OP(O)(O)=O)=C2C)C(N)=N1","DB04768","DB04768"
"O[C@H]1NC(=O)NC=C1","DB03939","DB03939"
"NC(=O)CN(CC(O)=O)CC(O)=O","DB02810","DB02810"
"OC1=CC=CC2=C1C(=O)C1=C(O)C=CC(=C1C2=O)[N+]([O-])=O","DB03035","DB03035"
"OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O","DB03859","DB03859"
"Nc1nc2ccc(O)cc2n1","DB03729","DB03729"
"[Mg++].[O-]S([O-])(=O)=O","DB00653","DB00653"
"CCCCCC1=CC(O)=C(OC2=CC=CC=C2)C=C1","DB07178","DB07178"
"OC(=O)N1CCC(CC2=CN=C3C=CC=CC3=C2)CC1","DB08385","DB08385"
"OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1NC(=O)NC2=O","DB02290","DB02290|DB03022|DB03812|DB03973"
"[H][C@]1(CN(C(=O)C1)C1=C(O)C=CC=C1)C(O)=O","DB07057","DB07057"
"[H][C@@]1(NC(=O)CC2=CC=CC=C2)C(=O)[N@]2[C@]1([H])[S@@]([H])(O)C(C)(C)[C@]2([H])C(O)=O","DB08559","DB08559"
"[H][C@@](NC(=O)OC(C)(C)C)(C(C)C)C1=NN=CO1","DB08336","DB08336"
"[H][C@]12CS[C@@]([H])(CCCCCC(O)=O)[C@@]1([H])NC(=O)N2","DB03112","DB03112"
"OC(C([O-])=O)C([O-])=O","DB03680","DB03680"
"FC(F)(F)C(=O)CCCCCCC(=O)NC1=CC=CC=C1","DB07553","DB07553"
"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N","DB00724","DB00724"
"CC(C)C(=O)C(O)=O","DB04074","DB04074"
"[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl","DB08374","DB08374"
"CCCCCCCC=C/C(=O)SCCNC(C)=O","DB03813","DB03813"
"NC1=NC=CC=C1NCC1=C(OCC2=NC=CC=C2)C=CC(=C1)C1=CC2=C(C=CN2)C=C1","DB07994","DB07994"
"NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O","DB00336","DB00336"
"CCCC(C)(COC(N)=O)COC(N)=O","DB00371","DB00371"
"[H]C(Cl)=CC(O)(CC)C#C","DB00189","DB00189"
"CC1=NOC(CCCCCOC2=CC=C(C=C2)C2=NCCO2)=C1","DB08720","DB08720"
"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1S","DB03188","DB03188|DB03584|DB03599"
"CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1","DB04852","DB04852"
"C[C@]1(OP(O)(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","DB04195","DB04195"
"[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC","DB01186","DB01186"
"NNCCC1=CC=CC=C1","DB00780","DB00780"
"N[C@@H](CC(O)=O)C(O)=O","DB00128","DB00128"
"CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O","DB00474","DB00474"
"[NH3+]C(CO)(CO)CO","DB03754","DB03754"
"OC[C@H]1O[C@H](C[C@@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O","DB03448","DB03448"
"CCNC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=C[C@@H](O)CCC1=CC=CC=C1","DB00905","DB00905"
"CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1","DB00744","DB00744"
"NC1=NC=C(CC2=CC=CC=C2)S1","DB08114","DB08114"
"NC1=NC=CC(=N1)C1=C(Cl)SC(Cl)=C1","DB03019","DB03019"
"O[N](=O)C1=CC(=C(C=C1N(CCBr)CCBr)C(=O)NCC(=O)C=O)[N](O)=O","DB04138","DB04138"
"CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1","DB08584","DB08584"
"[H][C@](NOCCS)(C(O)=O)C1=CNC2=C1C=CC=C2","DB03455","DB03455"
"BrC1=C2C=C(C=C(NCC3=CN=CN=C3)N2N=C1)C1=CC=CC=C1","DB08536","DB08536"
"CCN1C(=O)C(C)(C)C2=CC3=C(C=C12)C1=C(N3)C2=C(CCC1)C(C)=NN2","DB07266","DB07266"
"OC(=O)C1=C(OC(=C1C(O)=O)C1=CC=CC=C1)C1=CC=CC=C1","DB08702","DB08702"
"[H][C@](C)(NS(=O)(=O)C1=CC=C(OC)C=C1)C(O)=O","DB08599","DB08599"
"CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl","DB02491","DB02491"
"[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3","DB01336","DB01336"
"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O","DB00479","DB00479"
"CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O","DB00998","DB00998"
"N[C@@H](CCC(O)=O)C(O)=O","DB00142","DB00142|DB02517"
"NC1=CC=NC=C1","DB06637","DB06637"
"C[C@@H](N)[C@H](CCCCCC(O)=O)CC(O)=O","DB02941","DB02941"
"NC(=N)SCCC1=CC=C(CCSC(N)=N)C=C1","DB02141","DB02141"
"COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O","DB00168","DB00168"
"[H][C@]1(CN)CN(CCO1)C1=C(C=NC2=C1C=NN2)C1=CC=CC=C1","DB08774","DB08774"
"[H][C@](C(C)C)(N(CC1=CC=CN=C1)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO","DB07556","DB07556"
"NS(=O)(=O)C1=CC=C(NC2=CC(NC3CCCCC3)=NC3=NC=NN23)C=C1","DB07686","DB07686"
"CC(C)OP(O)(O)=O","DB03976","DB03976"
"[H][C@@](CC1=CC=C(O)C=C1)(NC(=O)CCCCCCCCCCC)C(O)=O","DB08275","DB08275"
"CN(C)CC1=CNC2=C1C=CC=C2CCCO","DB08447","DB08447"
"NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2","DB04163","DB04163"
"[H][C@@]1(SC(NC2=C(F)C=CC=C2)=NC1=O)C(C)C","DB08771","DB08771"
"[H][C@@](O)(COC1=CC=C(NC2=NC(NC3=C(Cl)C=CC(Cl)=C3)=CC=N2)C=C1)CN(C)C","DB07755","DB07755"
"CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12","DB03351","DB03351"
"COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F","DB00176","DB00176"
"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(NN=CC3CCCCC3)N=C12","DB04853","DB04853"
"NC1=CC2=C(C=C1)N=C(N)N=C2O","DB03505","DB03505"
"CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](OC2=CC=C3C(C)=CC(=O)OC3=C2)O[C@H]1CO","DB02759","DB02759"
"[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21","DB01273","DB01273"
"COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=CS1)C1=CC=C(OC)C=C1","DB08383","DB08383"
"[H][C@@](N)(CC1=CN=CN1)C(=O)NC1=CC=C2C=CC=CC2=C1","DB01938","DB01938"
"NC(N)=NCCC[C@H]1NC(=O)[C@H]2CCCN2C1=O","DB04433","DB04433"
"[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)NCCC(C)C","DB04126","DB04126"
"[H][C@@](C)(NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1","DB07017","DB07017"
"CC1=CC(N)=C(N)C=C1C","DB03180","DB03180"
"[H][C@](O)(CCCCCCCC(O)=O)C=CC=C/CCCCC","DB07302","DB07302"
"NC1=C2C(=NC=N1)N(N=C2C1=CC2=C(NC=C2)N=C1)C1CCCC1","DB08052","DB08052"
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","DB00839","DB00839"
"Oc1cc2ccnc2cc1O","DB01811","DB01811"
"[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C","DB04892","DB04892"
"NC(=N)C1=CC=C(CC(=O)C(O)=O)C=C1","DB02018","DB02018"
"[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O","DB07374","DB07374"
"CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1","DB01084","DB01084"
"CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1","DB00425","DB00425"
"OC(=O)C1=C(C=C(OC2=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=CC=C2)C=C1)C(O)=O","DB04044","DB04044"
"CC1=NOC(CCCOC2=C(C)C=C(C=C2C)C2=NOC(=N2)C(F)(F)F)=C1","DB05105","DB05105"
"COC[C@H](N(C)C)C(=O)O[C@@H]1CC=CC=CC(=O)O[C@@H](CC=C[C@H](OC)C[C@H](C)CC=C(C)[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C)[C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)C=CN(C)C=O","DB04629","DB04629"
"[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3","DB00416","DB00416"
"NC(=[NH2+])c1ccc2nc(nc2c1)C1=CC=CC(C2=CC=CC=C2)=C1[O-]","DB01725","DB01725"
"OC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O","DB02521","DB02521"
"CN(C)CC=CC(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1","DB08916","DB08916"
"CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1","DB01132","DB01132"
"CCC1=C(C)NN(C1=O)C1=NN=NN1","DB07824","DB07824"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@H]1O","DB03664","DB03664"
"O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O","DB03581","DB03581"
"O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2=CC=CC(=C2)C(=O)NC2=NC=CS2)[C@H]1CC1=CC=CC=C1","DB02702","DB02702"
"CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O","DB02569","DB02569"
"CCCCCNC(=O)[C@@H](CC1=CC=C(OC(C(O)=O)C(O)=O)C=C1)NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","DB02436","DB02436"
"O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C(O)=O","DB01982","DB01982"
"O=C1N(CC2=NN=NN2)C=NC2=C1C1=C(CCCC1)S2","DB06889","DB06889"
"CNC(C)CC1=CC2=C(OCO2)C=C1","DB01454","DB01454"
